Name,Rating,Genres,Platforms,ESRB,Genres_list,Platforms_list,Cluster
Gold Rush! Anniversary,1.67,"Adventure, Strategy, Indie","iOS, PC, Linux, Android, macOS",Everyone 10+,"['Adventure', 'Strategy', 'Indie']","['iOS', 'PC', 'Linux', 'Android', 'macOS']",2
Sky Force Reloaded,4.12,"Action, Shooter, Arcade, Casual, Indie","Xbox One, iOS, PC, macOS, Linux, Nintendo Switch, PlayStation 4, Android",Everyone 10+,"['Action', 'Shooter', 'Arcade', 'Casual', 'Indie']","['Xbox One', 'iOS', 'PC', 'macOS', 'Linux', 'Nintendo Switch', 'PlayStation 4', 'Android']",2
Freddi Fish 1: The Case of the Missing Kelp Seeds,4.05,"Adventure, Casual","PC, Wii, Android, macOS, Linux",Everyone,"['Adventure', 'Casual']","['PC', 'Wii', 'Android', 'macOS', 'Linux']",0
Neighbours from Hell 2: On Vacation,4.04,"Adventure, Arcade, Puzzle","iOS, PC, Android",Teen,"['Adventure', 'Arcade', 'Puzzle']","['iOS', 'PC', 'Android']",0
Codex of Victory,3.0,"Adventure, Strategy, Indie","PC, Linux, iOS, Android, macOS",Everyone 10+,"['Adventure', 'Strategy', 'Indie']","['PC', 'Linux', 'iOS', 'Android', 'macOS']",2
Cally's Caves 3,2.85,"Action, Adventure, RPG, Indie","Android, iOS, PC",Everyone 10+,"['Action', 'Adventure', 'RPG', 'Indie']","['Android', 'iOS', 'PC']",2
NEKOPARA - Catboys Paradise,3.09,"Adventure, Simulation, Casual, Indie","PC, iOS, Android",Everyone 10+,"['Adventure', 'Simulation', 'Casual', 'Indie']","['PC', 'iOS', 'Android']",2
Asdivine Hearts,2.29,"Adventure, RPG, Casual, Indie","Android, PC, iOS, PlayStation 4, PlayStation 3, PS Vita, Nintendo Switch, Wii U, Xbox One, macOS",Teen,"['Adventure', 'RPG', 'Casual', 'Indie']","['Android', 'PC', 'iOS', 'PlayStation 4', 'PlayStation 3', 'PS Vita', 'Nintendo Switch', 'Wii U', 'Xbox One', 'macOS']",0
Grim Legends 3: The Dark City,3.18,"Adventure, Casual, Puzzle","macOS, Xbox One, PlayStation 4, Android, iOS, PC, Linux",Teen,"['Adventure', 'Casual', 'Puzzle']","['macOS', 'Xbox One', 'PlayStation 4', 'Android', 'iOS', 'PC', 'Linux']",0
Altered Beast (1988),3.37,"Action, Arcade","Commodore / Amiga, SEGA Master System, NES, Atari ST, Android, PlayStation 3, Xbox 360, Nintendo 3DS, PC, iOS, Genesis",Teen,"['Action', 'Arcade']","['Commodore / Amiga', 'SEGA Master System', 'NES', 'Atari ST', 'Android', 'PlayStation 3', 'Xbox 360', 'Nintendo 3DS', 'PC', 'iOS', 'Genesis']",0
Call of Duty: Mobile,3.74,"Action, Shooter","Android, iOS",Mature,"['Action', 'Shooter']","['Android', 'iOS']",1
Terra Nil,3.77,"Strategy, Simulation, Casual, Indie","PC, iOS, Linux, macOS, Android",Everyone 10+,"['Strategy', 'Simulation', 'Casual', 'Indie']","['PC', 'iOS', 'Linux', 'macOS', 'Android']",2
Flockers,0.0,"Action, Strategy, Indie, Puzzle","Android, PlayStation 4, Xbox One, Linux, macOS, PC, iOS",Everyone 10+,"['Action', 'Strategy', 'Indie', 'Puzzle']","['Android', 'PlayStation 4', 'Xbox One', 'Linux', 'macOS', 'PC', 'iOS']",2
Genkai Tokki: Moero Chronicle,3.4,RPG,"Nintendo Switch, PC, Android, iOS, PS Vita",Mature,['RPG'],"['Nintendo Switch', 'PC', 'Android', 'iOS', 'PS Vita']",1
OPUS: The Day We Found Earth,3.13,"Adventure, RPG, Indie","Nintendo Switch, iOS, Android, PC, macOS",Everyone 10+,"['Adventure', 'RPG', 'Indie']","['Nintendo Switch', 'iOS', 'Android', 'PC', 'macOS']",2
Demon Hunter: Chronicles from Beyond,3.0,"Adventure, Casual, Puzzle","iOS, PC, macOS, Linux, Android",Teen,"['Adventure', 'Casual', 'Puzzle']","['iOS', 'PC', 'macOS', 'Linux', 'Android']",0
Through Abandoned,2.73,"Adventure, Indie, Puzzle","iOS, Android, PC",Everyone 10+,"['Adventure', 'Indie', 'Puzzle']","['iOS', 'Android', 'PC']",2
Enigmatis 3: The Shadow of Karkhala,3.85,"Adventure, Casual, Puzzle","PlayStation 4, Xbox One, Linux, PC, iOS, Android, macOS",Teen,"['Adventure', 'Casual', 'Puzzle']","['PlayStation 4', 'Xbox One', 'Linux', 'PC', 'iOS', 'Android', 'macOS']",0
Silver,3.97,"Action, Adventure, RPG, Card","Classic Macintosh, Dreamcast, Android, macOS, Linux, PC",Everyone,"['Action', 'Adventure', 'RPG', 'Card']","['Classic Macintosh', 'Dreamcast', 'Android', 'macOS', 'Linux', 'PC']",0
Another Lost Phone: Laura's Story,3.76,"Adventure, Casual, Indie, Puzzle","Nintendo Switch, Android, iOS, PC, macOS, Linux",Mature,"['Adventure', 'Casual', 'Indie', 'Puzzle']","['Nintendo Switch', 'Android', 'iOS', 'PC', 'macOS', 'Linux']",1
Music Racer,3.21,"Action, Racing, Arcade, Casual, Indie","Android, PlayStation 4, Xbox One, Nintendo Switch, PC, iOS",Everyone,"['Action', 'Racing', 'Arcade', 'Casual', 'Indie']","['Android', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'PC', 'iOS']",0
iBomber Attack,2.5,"Action, Adventure, Arcade, Casual, Indie","Linux, macOS, Android, PC, iOS",Teen,"['Action', 'Adventure', 'Arcade', 'Casual', 'Indie']","['Linux', 'macOS', 'Android', 'PC', 'iOS']",0
The Lion’s Song,3.79,Adventure,"Nintendo Switch, Linux, PC, macOS, Android, iOS",Teen,['Adventure'],"['Nintendo Switch', 'Linux', 'PC', 'macOS', 'Android', 'iOS']",0
Cosmic Express,3.75,"Indie, Puzzle","macOS, Linux, Android, PC, iOS",Everyone 10+,"['Indie', 'Puzzle']","['macOS', 'Linux', 'Android', 'PC', 'iOS']",2
Grand Theft Auto: The Trilogy – The Definitive Edition,2.07,"Action, Shooter","PlayStation 4, Nintendo Switch, Xbox Series S/X, PlayStation 5, Android, Xbox One, iOS, PC",Mature,"['Action', 'Shooter']","['PlayStation 4', 'Nintendo Switch', 'Xbox Series S/X', 'PlayStation 5', 'Android', 'Xbox One', 'iOS', 'PC']",1
Apollo Justice: Ace Attorney,4.18,"Action, Adventure","Nintendo DS, Nintendo 3DS, Android, iOS",Teen,"['Action', 'Adventure']","['Nintendo DS', 'Nintendo 3DS', 'Android', 'iOS']",0
Braveland Pirate,3.79,"Adventure, RPG, Strategy, Casual","Linux, macOS, PC, iOS, Android",Teen,"['Adventure', 'RPG', 'Strategy', 'Casual']","['Linux', 'macOS', 'PC', 'iOS', 'Android']",0
The Forest of Doom,3.27,"Adventure, RPG, Indie","Android, macOS, PC, Linux",Teen,"['Adventure', 'RPG', 'Indie']","['Android', 'macOS', 'PC', 'Linux']",0
Freddi Fish 2: The Case of the Haunted Schoolhouse,4.03,"Adventure, Casual, Educational","iOS, PC, macOS, Linux, Android",Everyone,"['Adventure', 'Casual', 'Educational']","['iOS', 'PC', 'macOS', 'Linux', 'Android']",0
Regeria Hope Episode 1,0.0,"Adventure, Indie","Android, PC, Linux, macOS",Everyone 10+,"['Adventure', 'Indie']","['Android', 'PC', 'Linux', 'macOS']",2
Clash of Clans,3.5,"Action, Strategy","Android, iOS",Everyone 10+,"['Action', 'Strategy']","['Android', 'iOS']",2
Marble Duel,3.23,"Arcade, Casual, Family, Indie, Puzzle","PC, Android, PlayStation 4, Xbox One, Linux, iOS",Everyone 10+,"['Arcade', 'Casual', 'Family', 'Indie', 'Puzzle']","['PC', 'Android', 'PlayStation 4', 'Xbox One', 'Linux', 'iOS']",2
MechaNika,3.61,"Adventure, Indie, Puzzle","Android, PC, Linux, PlayStation 4, Nintendo Switch, Xbox One, iOS, macOS",Mature,"['Adventure', 'Indie', 'Puzzle']","['Android', 'PC', 'Linux', 'PlayStation 4', 'Nintendo Switch', 'Xbox One', 'iOS', 'macOS']",1
Dragon Quest VIII: Journey of the Cursed King,4.39,RPG,"Nintendo 3DS, iOS, Android, PlayStation 2",Teen,['RPG'],"['Nintendo 3DS', 'iOS', 'Android', 'PlayStation 2']",0
PUBG Mobile,3.62,"Action, Shooter, Massively Multiplayer","iOS, Android",Mature,"['Action', 'Shooter', 'Massively Multiplayer']","['iOS', 'Android']",1
oO,3.0,"Action, Arcade, Casual, Indie","Linux, PC, macOS, Android, iOS",Everyone 10+,"['Action', 'Arcade', 'Casual', 'Indie']","['Linux', 'PC', 'macOS', 'Android', 'iOS']",2
Shadow Warrior Classic Redux,3.31,"Action, Shooter","macOS, Linux, Android, PC",Mature,"['Action', 'Shooter']","['macOS', 'Linux', 'Android', 'PC']",1
Prehistorik,3.76,"Arcade, Platformer","Commodore / Amiga, iOS, Atari ST, PC, Android, macOS",Everyone 10+,"['Arcade', 'Platformer']","['Commodore / Amiga', 'iOS', 'Atari ST', 'PC', 'Android', 'macOS']",2
Re-Volt,4.16,"Racing, Arcade","PC, Dreamcast, Nintendo 64, PlayStation, Android, iOS",Everyone,"['Racing', 'Arcade']","['PC', 'Dreamcast', 'Nintendo 64', 'PlayStation', 'Android', 'iOS']",0
Phoenix Wright: Ace Attorney - Dual Destinies,4.14,"Adventure, RPG, Simulation","Nintendo 3DS, Android, iOS",Mature,"['Adventure', 'RPG', 'Simulation']","['Nintendo 3DS', 'Android', 'iOS']",1
Braveland Wizard,3.42,"Adventure, RPG, Strategy, Casual, Indie","iOS, macOS, PC, Linux, Android",Teen,"['Adventure', 'RPG', 'Strategy', 'Casual', 'Indie']","['iOS', 'macOS', 'PC', 'Linux', 'Android']",0
Heaven Burns Red,2.5,"Adventure, RPG","PC, Android, iOS",Teen,"['Adventure', 'RPG']","['PC', 'Android', 'iOS']",0
Drop Hunt - Adventure Puzzle,1.88,"Adventure, Indie, Puzzle","Android, PC",Everyone,"['Adventure', 'Indie', 'Puzzle']","['Android', 'PC']",0
Legends of Runeterra,3.66,"Strategy, Card","PC, iOS, Android",Teen,"['Strategy', 'Card']","['PC', 'iOS', 'Android']",0
Doom & Destiny,3.18,"Adventure, RPG, Indie","Xbox One, iOS, PC, macOS, Linux, Nintendo Switch, PlayStation 4, Android",Mature,"['Adventure', 'RPG', 'Indie']","['Xbox One', 'iOS', 'PC', 'macOS', 'Linux', 'Nintendo Switch', 'PlayStation 4', 'Android']",1
Puzzle Quest 2,3.42,"Adventure, RPG, Casual, Puzzle","Nintendo DS, Xbox 360, iOS, PC, Android",Teen,"['Adventure', 'RPG', 'Casual', 'Puzzle']","['Nintendo DS', 'Xbox 360', 'iOS', 'PC', 'Android']",0
Freddi Fish 5: The Case of the Creature of Coral Cove,4.24,"Adventure, Casual, Educational","iOS, macOS, Android, PC, Linux",Everyone,"['Adventure', 'Casual', 'Educational']","['iOS', 'macOS', 'Android', 'PC', 'Linux']",0
Danmaku Unlimited 2,2.85,"Action, Arcade, Indie","Android, PC",Everyone,"['Action', 'Arcade', 'Indie']","['Android', 'PC']",0
Antihero,3.18,"Strategy, Indie","macOS, Android, PC",Teen,"['Strategy', 'Indie']","['macOS', 'Android', 'PC']",0
Secret Files 2: Puritas Cordis,3.82,"Adventure, Family","Android, Wii, Nintendo DS, Nintendo Switch, PC, iOS",Teen,"['Adventure', 'Family']","['Android', 'Wii', 'Nintendo DS', 'Nintendo Switch', 'PC', 'iOS']",0
Candy Blast,1.83,"Board Games, Casual, Indie","Android, PC",Everyone,"['Board Games', 'Casual', 'Indie']","['Android', 'PC']",0
Alien Shooter TD,3.31,"Action, Strategy, Indie","iOS, PC, Android",Mature,"['Action', 'Strategy', 'Indie']","['iOS', 'PC', 'Android']",1
Abalone,2.33,"Strategy, Board Games, Casual","Android, PC, iOS",Everyone 10+,"['Strategy', 'Board Games', 'Casual']","['Android', 'PC', 'iOS']",2
ANOTHER EDEN,4.0,"Adventure, RPG","PC, Android, iOS",Teen,"['Adventure', 'RPG']","['PC', 'Android', 'iOS']",0
Grand Theft Auto V,4.47,Action,"PC, PlayStation 5, Xbox Series S/X, PlayStation 4, PlayStation 3, Xbox 360, Xbox One",Mature,['Action'],"['PC', 'PlayStation 5', 'Xbox Series S/X', 'PlayStation 4', 'PlayStation 3', 'Xbox 360', 'Xbox One']",1
The Witcher 3: Wild Hunt,4.64,"Action, RPG","Xbox Series S/X, PlayStation 5, macOS, PlayStation 4, Nintendo Switch, PC, Xbox One",Mature,"['Action', 'RPG']","['Xbox Series S/X', 'PlayStation 5', 'macOS', 'PlayStation 4', 'Nintendo Switch', 'PC', 'Xbox One']",1
Portal 2,4.59,"Shooter, Puzzle","PlayStation 3, PC, Xbox 360, Linux, macOS, Xbox One",Everyone 10+,"['Shooter', 'Puzzle']","['PlayStation 3', 'PC', 'Xbox 360', 'Linux', 'macOS', 'Xbox One']",2
Counter-Strike: Global Offensive,3.57,Shooter,"PC, Linux, Xbox 360, PlayStation 3",Mature,['Shooter'],"['PC', 'Linux', 'Xbox 360', 'PlayStation 3']",1
Tomb Raider (2013),4.06,Action,"PlayStation 3, Xbox 360, macOS, PC, Xbox One, PlayStation 4",Mature,['Action'],"['PlayStation 3', 'Xbox 360', 'macOS', 'PC', 'Xbox One', 'PlayStation 4']",1
Left 4 Dead 2,4.09,"Action, Shooter","Xbox 360, Linux, PC, macOS",Mature,"['Action', 'Shooter']","['Xbox 360', 'Linux', 'PC', 'macOS']",1
The Elder Scrolls V: Skyrim,4.42,"Action, RPG","PC, Xbox Series S/X, PlayStation 5, Xbox One, PlayStation 4, Nintendo Switch, Xbox 360, PlayStation 3",Mature,"['Action', 'RPG']","['PC', 'Xbox Series S/X', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'Xbox 360', 'PlayStation 3']",1
Red Dead Redemption 2,4.59,Action,"PC, PlayStation 4, Xbox One",Mature,['Action'],"['PC', 'PlayStation 4', 'Xbox One']",1
BioShock Infinite,4.38,"Action, Shooter","PlayStation 4, Xbox 360, Nintendo Switch, Linux, PC, PlayStation 3, Xbox One",Mature,"['Action', 'Shooter']","['PlayStation 4', 'Xbox 360', 'Nintendo Switch', 'Linux', 'PC', 'PlayStation 3', 'Xbox One']",1
BioShock,4.36,"Action, Shooter","PlayStation 3, macOS, PC, Xbox 360",Mature,"['Action', 'Shooter']","['PlayStation 3', 'macOS', 'PC', 'Xbox 360']",1
Destiny 2,3.52,"Action, Shooter","PlayStation 4, Xbox One, PC, Web, Xbox Series S/X, PlayStation 5",Teen,"['Action', 'Shooter']","['PlayStation 4', 'Xbox One', 'PC', 'Web', 'Xbox Series S/X', 'PlayStation 5']",0
God of War (2018),4.55,Action,"PC, PlayStation 4",Mature,['Action'],"['PC', 'PlayStation 4']",1
Fallout 4,3.81,"Action, RPG","PlayStation 4, PC, PlayStation 5, Xbox One",Mature,"['Action', 'RPG']","['PlayStation 4', 'PC', 'PlayStation 5', 'Xbox One']",1
PAYDAY 2,3.52,"Action, Shooter","Linux, PC, Xbox One",Adults Only,"['Action', 'Shooter']","['Linux', 'PC', 'Xbox One']",1
Team Fortress 2,3.68,"Action, Shooter","PC, macOS, Linux",Mature,"['Action', 'Shooter']","['PC', 'macOS', 'Linux']",1
DOOM (2016),4.38,"Action, Shooter","PC, PlayStation 4, Nintendo Switch, Xbox One",Mature,"['Action', 'Shooter']","['PC', 'PlayStation 4', 'Nintendo Switch', 'Xbox One']",1
Cyberpunk 2077,4.21,"Action, Shooter, RPG","PlayStation 4, PC, Xbox Series S/X, PlayStation 5, Xbox One",Mature,"['Action', 'Shooter', 'RPG']","['PlayStation 4', 'PC', 'Xbox Series S/X', 'PlayStation 5', 'Xbox One']",1
Grand Theft Auto IV,4.26,Action,"Xbox 360, PC, PlayStation 3, Xbox One",Mature,['Action'],"['Xbox 360', 'PC', 'PlayStation 3', 'Xbox One']",1
Rocket League,3.93,"Sports, Racing, Indie","Nintendo Switch, Linux, macOS, Xbox One, PC, PlayStation 4",Everyone,"['Sports', 'Racing', 'Indie']","['Nintendo Switch', 'Linux', 'macOS', 'Xbox One', 'PC', 'PlayStation 4']",0
Horizon Zero Dawn,4.28,"Action, RPG","PC, PlayStation 4",Teen,"['Action', 'RPG']","['PC', 'PlayStation 4']",0
Metro 2033,3.94,"Action, Shooter","Xbox 360, PC",Mature,"['Action', 'Shooter']","['Xbox 360', 'PC']",1
Batman: Arkham Knight,4.24,Action,"PC, Nintendo Switch, Xbox One, PlayStation 4",Mature,['Action'],"['PC', 'Nintendo Switch', 'Xbox One', 'PlayStation 4']",1
Metal Gear Solid V: The Phantom Pain,4.16,"Action, Shooter","PlayStation 4, PC, Xbox One, PlayStation 3, Xbox 360",Mature,"['Action', 'Shooter']","['PlayStation 4', 'PC', 'Xbox One', 'PlayStation 3', 'Xbox 360']",1
Apex Legends,3.64,"Action, Shooter","PlayStation 4, Nintendo Switch, macOS, PC, Xbox One",Teen,"['Action', 'Shooter']","['PlayStation 4', 'Nintendo Switch', 'macOS', 'PC', 'Xbox One']",0
The Witcher 2: Assassins of Kings Enhanced Edition,4.16,RPG,"macOS, PC, Xbox 360",Mature,['RPG'],"['macOS', 'PC', 'Xbox 360']",1
The Witcher: Enhanced Edition Director's Cut,4.06,"Action, RPG","PC, macOS",Mature,"['Action', 'RPG']","['PC', 'macOS']",1
Half-Life 2: Lost Coast,3.45,Action,"macOS, Linux, PC",Mature,['Action'],"['macOS', 'Linux', 'PC']",1
Middle-earth: Shadow of Mordor,3.9,"Action, RPG","Linux, Xbox One, Xbox 360, PlayStation 3, PlayStation 4, macOS, PC",Mature,"['Action', 'RPG']","['Linux', 'Xbox One', 'Xbox 360', 'PlayStation 3', 'PlayStation 4', 'macOS', 'PC']",1
Hollow Knight,4.4,"Action, Indie, Platformer","PlayStation 4, Linux, macOS, PC, Nintendo Switch, Xbox One",Everyone 10+,"['Action', 'Indie', 'Platformer']","['PlayStation 4', 'Linux', 'macOS', 'PC', 'Nintendo Switch', 'Xbox One']",2
Half-Life,4.38,"Action, Shooter","Linux, macOS, PC, Dreamcast, PlayStation 2",Mature,"['Action', 'Shooter']","['Linux', 'macOS', 'PC', 'Dreamcast', 'PlayStation 2']",1
Half-Life 2: Deathmatch,3.28,Action,"Linux, macOS, PC",Mature,['Action'],"['Linux', 'macOS', 'PC']",1
Dark Souls III,4.4,"Action, RPG","Xbox One, PlayStation 4, PC",Mature,"['Action', 'RPG']","['Xbox One', 'PlayStation 4', 'PC']",1
BioShock Remastered,4.24,Shooter,"PlayStation 4, Nintendo Switch, macOS, PC, Xbox One",Mature,['Shooter'],"['PlayStation 4', 'Nintendo Switch', 'macOS', 'PC', 'Xbox One']",1
Mirror's Edge,4.07,Action,"Xbox 360, PlayStation 3, PC",Teen,['Action'],"['Xbox 360', 'PlayStation 3', 'PC']",0
Hitman,3.93,"Action, Shooter, Simulation","PlayStation 4, Linux, macOS, PC, Xbox One",Adults Only,"['Action', 'Shooter', 'Simulation']","['PlayStation 4', 'Linux', 'macOS', 'PC', 'Xbox One']",1
Outlast,3.74,"Action, Indie","Linux, macOS, Nintendo Switch, PC, Xbox One, PlayStation 4",Mature,"['Action', 'Indie']","['Linux', 'macOS', 'Nintendo Switch', 'PC', 'Xbox One', 'PlayStation 4']",1
Deus Ex: Mankind Divided,3.96,"Action, RPG","Linux, PC, Xbox One, macOS, PlayStation 4",Mature,"['Action', 'RPG']","['Linux', 'PC', 'Xbox One', 'macOS', 'PlayStation 4']",1
Far Cry 3,4.25,"Action, Shooter","Xbox One, Xbox 360, PlayStation 3, PC, PlayStation 4",Mature,"['Action', 'Shooter']","['Xbox One', 'Xbox 360', 'PlayStation 3', 'PC', 'PlayStation 4']",1
Garry's Mod,3.8,"Action, Adventure, Simulation, Casual, Indie","Linux, macOS, PC",Rating Pending,"['Action', 'Adventure', 'Simulation', 'Casual', 'Indie']","['Linux', 'macOS', 'PC']",0
Amnesia: The Dark Descent,3.65,"Action, Adventure, Indie","Linux, macOS, PC",Mature,"['Action', 'Adventure', 'Indie']","['Linux', 'macOS', 'PC']",1
Alan Wake,4.09,"Action, Shooter, Adventure","Xbox 360, Xbox One, PC",Teen,"['Action', 'Shooter', 'Adventure']","['Xbox 360', 'Xbox One', 'PC']",0
Half-Life Deathmatch: Source,3.21,Action,"macOS, Linux, PC",Mature,['Action'],"['macOS', 'Linux', 'PC']",1
Wolfenstein: The New Order,4.18,"Action, Shooter","Xbox One, PC, Xbox 360, PlayStation 3, PlayStation 4",Mature,"['Action', 'Shooter']","['Xbox One', 'PC', 'Xbox 360', 'PlayStation 3', 'PlayStation 4']",1
Spec Ops: The Line,4.09,"Action, Shooter","Xbox 360, PlayStation 3, Xbox One, PC",Mature,"['Action', 'Shooter']","['Xbox 360', 'PlayStation 3', 'Xbox One', 'PC']",1
Marvel's Spider-Man,4.45,Action,"PlayStation 4, PC, PlayStation 5",Teen,['Action'],"['PlayStation 4', 'PC', 'PlayStation 5']",0
Saints Row: The Third,3.95,"Action, Adventure","Linux, PC, Xbox One, Xbox 360, PlayStation 3",Mature,"['Action', 'Adventure']","['Linux', 'PC', 'Xbox One', 'Xbox 360', 'PlayStation 3']",1
Detroit: Become Human,4.33,"Action, Adventure","PC, PlayStation 4",Mature,"['Action', 'Adventure']","['PC', 'PlayStation 4']",1
Prey,4.28,"Action, Shooter, RPG","Xbox One, PC, PlayStation 4",Mature,"['Action', 'Shooter', 'RPG']","['Xbox One', 'PC', 'PlayStation 4']",1
Fallout: New Vegas,4.43,"Action, Shooter, RPG","Xbox 360, PC, Xbox One, PlayStation 4, PlayStation 3",Mature,"['Action', 'Shooter', 'RPG']","['Xbox 360', 'PC', 'Xbox One', 'PlayStation 4', 'PlayStation 3']",1
Borderlands,3.82,"Action, Shooter, RPG","PC, Xbox 360, PlayStation 3",Adults Only,"['Action', 'Shooter', 'RPG']","['PC', 'Xbox 360', 'PlayStation 3']",1
The Elder Scrolls V: Skyrim Special Edition,4.45,"Action, RPG","PlayStation 4, PC, Xbox One",Mature,"['Action', 'RPG']","['PlayStation 4', 'PC', 'Xbox One']",1
Dishonored 2,4.26,"Action, RPG","Xbox One, PC, PlayStation 4",Mature,"['Action', 'RPG']","['Xbox One', 'PC', 'PlayStation 4']",1
Company of Heroes 2,3.09,Strategy,"Linux, macOS, PC",Mature,['Strategy'],"['Linux', 'macOS', 'PC']",1
Injustice: Gods Among Us Ultimate Edition,3.53,"Action, Arcade, Fighting","PlayStation 4, PS Vita, PC, Xbox 360, PlayStation 3",Mature,"['Action', 'Arcade', 'Fighting']","['PlayStation 4', 'PS Vita', 'PC', 'Xbox 360', 'PlayStation 3']",1
Dishonored,4.37,"Action, Adventure, RPG","PlayStation 4, PlayStation 3, Xbox 360, PC, Xbox One",Mature,"['Action', 'Adventure', 'RPG']","['PlayStation 4', 'PlayStation 3', 'Xbox 360', 'PC', 'Xbox One']",1
Hellblade: Senua's Sacrifice,4.23,"Action, Adventure, Indie","Xbox One, Nintendo Switch, PlayStation 4, PC",Mature,"['Action', 'Adventure', 'Indie']","['Xbox One', 'Nintendo Switch', 'PlayStation 4', 'PC']",1
Sid Meier's Civilization V,4.3,Strategy,"PC, macOS, Linux",Everyone 10+,['Strategy'],"['PC', 'macOS', 'Linux']",2
Hitman: Absolution,3.75,"Action, Shooter","PlayStation 3, Xbox 360, macOS, PC, Xbox One, PlayStation 4",Mature,"['Action', 'Shooter']","['PlayStation 3', 'Xbox 360', 'macOS', 'PC', 'Xbox One', 'PlayStation 4']",1
For Honor,3.3,"Action, Massively Multiplayer","Xbox One, PlayStation 4, PC",Mature,"['Action', 'Massively Multiplayer']","['Xbox One', 'PlayStation 4', 'PC']",1
L.A. Noire,4.16,"Action, Adventure","PlayStation 4, PlayStation 3, Xbox 360, PC, Xbox One, Nintendo Switch",Mature,"['Action', 'Adventure']","['PlayStation 4', 'PlayStation 3', 'Xbox 360', 'PC', 'Xbox One', 'Nintendo Switch']",1
Assassin’s Creed IV: Black Flag,4.15,Action,"Xbox 360, Xbox One, PC, Nintendo Switch, Wii U, PlayStation 3, PlayStation 4",Mature,['Action'],"['Xbox 360', 'Xbox One', 'PC', 'Nintendo Switch', 'Wii U', 'PlayStation 3', 'PlayStation 4']",1
Control,4.15,"Action, Shooter, Adventure","Xbox Series S/X, PlayStation 5, Xbox One, PlayStation 4, PC",Mature,"['Action', 'Shooter', 'Adventure']","['Xbox Series S/X', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'PC']",1
Star Wars Jedi: Fallen Order,4.14,"Action, Adventure","PlayStation 4, PC, PlayStation 5, Xbox One",Teen,"['Action', 'Adventure']","['PlayStation 4', 'PC', 'PlayStation 5', 'Xbox One']",0
Counter-Strike: Source,3.75,Shooter,"Linux, macOS, PC",Mature,['Shooter'],"['Linux', 'macOS', 'PC']",1
Dead Space (2008),4.38,"Action, Shooter","PlayStation 3, PC, Xbox One, Xbox 360",Mature,"['Action', 'Shooter']","['PlayStation 3', 'PC', 'Xbox One', 'Xbox 360']",1
Uncharted 4: A Thief’s End,4.49,"Action, Shooter","PlayStation 5, PlayStation 4",Teen,"['Action', 'Shooter']","['PlayStation 5', 'PlayStation 4']",0
Mass Effect 2,4.46,"Action, RPG","PC, Xbox One, PlayStation 3, Xbox 360",Mature,"['Action', 'RPG']","['PC', 'Xbox One', 'PlayStation 3', 'Xbox 360']",1
Just Cause 3,3.4,"Action, Shooter","Xbox One, PlayStation 4, PC",Mature,"['Action', 'Shooter']","['Xbox One', 'PlayStation 4', 'PC']",1
Death Stranding,4.32,"Action, Adventure","PC, PlayStation 4",Mature,"['Action', 'Adventure']","['PC', 'PlayStation 4']",1
Left 4 Dead,4.1,"Action, Shooter","PC, Xbox 360, macOS",Mature,"['Action', 'Shooter']","['PC', 'Xbox 360', 'macOS']",1
Metro 2033 Redux,4.1,"Action, Shooter","PlayStation 4, Xbox One, Nintendo Switch, PC, macOS, Linux",Mature,"['Action', 'Shooter']","['PlayStation 4', 'Xbox One', 'Nintendo Switch', 'PC', 'macOS', 'Linux']",1
BioShock 2 Remastered,4.0,"Action, RPG","PlayStation 4, macOS, PC, Xbox One, Nintendo Switch",Mature,"['Action', 'RPG']","['PlayStation 4', 'macOS', 'PC', 'Xbox One', 'Nintendo Switch']",1
Mortal Kombat X,3.86,"Action, Fighting","PC, Xbox One, PlayStation 4",Mature,"['Action', 'Fighting']","['PC', 'Xbox One', 'PlayStation 4']",1
The Last Of Us Remastered,4.69,"Action, Adventure",PlayStation 4,Mature,"['Action', 'Adventure']",['PlayStation 4'],1
NieR:Automata,4.37,"Action, RPG","PlayStation 4, Nintendo Switch, PC, Xbox One",Mature,"['Action', 'RPG']","['PlayStation 4', 'Nintendo Switch', 'PC', 'Xbox One']",1
Hades,4.43,"Action, Adventure, RPG, Indie","PlayStation 5, Xbox Series S/X, PlayStation 4, Nintendo Switch, PC, Xbox One",Teen,"['Action', 'Adventure', 'RPG', 'Indie']","['PlayStation 5', 'Xbox Series S/X', 'PlayStation 4', 'Nintendo Switch', 'PC', 'Xbox One']",0
Just Cause 2,3.62,"Action, Shooter","Xbox 360, PlayStation 3, Xbox One, PC",Mature,"['Action', 'Shooter']","['Xbox 360', 'PlayStation 3', 'Xbox One', 'PC']",1
Fall Guys: Ultimate Knockout,3.73,"Action, Sports, Casual, Massively Multiplayer, Indie","Xbox One, PlayStation 4, PC, Nintendo Switch, Xbox Series S/X",Everyone,"['Action', 'Sports', 'Casual', 'Massively Multiplayer', 'Indie']","['Xbox One', 'PlayStation 4', 'PC', 'Nintendo Switch', 'Xbox Series S/X']",0
Mass Effect,4.39,"Action, RPG","Xbox One, Xbox 360, PlayStation 3, PC",Mature,"['Action', 'RPG']","['Xbox One', 'Xbox 360', 'PlayStation 3', 'PC']",1
